Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / International,Price / International,Compare At Price / International,Status
traditional-christmas-decoration-collection,,,,,,,false,,Baby Fawn,,,,,P138 Baby Fawn,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
traditional-christmas-decoration-collection,,,,,,,false,,Festive Wreath,,,,,P138 Festive Wreath,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
traditional-christmas-decoration-collection,,,,,,,false,,Cats in a Sleigh,,,,,P138 Cats in Sleigh,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
traditional-christmas-decoration-collection,,,,,,,false,,Christmas Tree,,,,,P138 Christmas Tree,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
traditional-christmas-decoration-collection,,,,,,,false,,Star,,,,,P138 Star,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
traditional-christmas-decoration-collection,,,,,,,false,,Set of 6 Traditional Ornaments,,,,,P138 Set of 6 Traditional Ornaments,0,shopify,0,deny,manual,110.00,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
traditional-christmas-decoration-collection,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/files/P138_Traditional_Bell.jpg?v=1755692466,2,Mullingar Pewter Christmas Tree Decoration - Traditional Collection,,,,,,,,,,,,,,,,,,,,,,,unlisted
traditional-christmas-decoration-collection,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/files/P138_Traditional_Fawn_8d83bec8-d944-4036-a84c-2ea6b86ccdc2.jpg?v=1755692499,3,Mullingar Pewter Christmas Tree Decoration - Traditional Collection,,,,,,,,,,,,,,,,,,,,,,,unlisted
traditional-christmas-decoration-collection,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/files/P138_Traditional_Wreath_0ca13ff5-f55f-49cd-94a3-582e3f7fa091.jpg?v=1755692523,4,Mullingar Pewter Christmas Tree Decoration - Traditional Collection,,,,,,,,,,,,,,,,,,,,,,,unlisted
traditional-christmas-decoration-collection,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/files/P138_Traditional_Cats_in_Sleigh_2eb3e127-406f-4761-9d6c-e4972ba18eba.jpg?v=1755692601,5,Mullingar Pewter Christmas Tree Decoration - Traditional Collection,,,,,,,,,,,,,,,,,,,,,,,unlisted
classic-christmas-collection,Mullingar Pewter Christmas Tree Decoration – Classic Collection,"<p data-start=""72"" data-end=""148""><strong data-start=""72"" data-end=""146"">Mullingar Pewter Christmas Tree Decoration – Classic Collection (P138)</strong></p>
<p data-start=""150"" data-end=""422"">Celebrate the magic of Christmas with our <strong data-start=""192"" data-end=""251"">handcrafted Mullingar Pewter Christmas Tree Decorations</strong> from the <strong data-start=""261"" data-end=""283"">Classic Collection</strong>. Each ornament is lovingly made in Ireland, designed to last a lifetime and become a treasured part of your family’s holiday traditions.</p>
<p data-start=""424"" data-end=""442"">🎄 <strong data-start=""427"" data-end=""440"">Features:</strong></p>
<ul data-start=""443"" data-end=""649"">
<li data-start=""443"" data-end=""503"">
<p data-start=""445"" data-end=""503"">Handmade in Ireland from sustainable, unbreakable pewter</p>
</li>
<li data-start=""504"" data-end=""547"">
<p data-start=""506"" data-end=""547"">Long-lasting heirloom quality keepsakes</p>
</li>
<li data-start=""548"" data-end=""595"">
<p data-start=""550"" data-end=""595"">Each ornament comes in a beautiful gift box</p>
</li>
<li data-start=""596"" data-end=""649"">
<p data-start=""598"" data-end=""649"">Available <strong data-start=""608"" data-end=""624"">individually</strong> or as a <strong data-start=""633"" data-end=""647"">set of six</strong></p>
</li>
</ul>
<p data-start=""651"" data-end=""693"">✨ <strong data-start=""653"" data-end=""691"">Designs in the Classic Collection:</strong></p>
<ul data-start=""694"" data-end=""786"">
<li data-start=""694"" data-end=""704"">
<p data-start=""696"" data-end=""704"">Candle</p>
</li>
<li data-start=""705"" data-end=""714"">
<p data-start=""707"" data-end=""714"">Angel</p>
</li>
<li data-start=""715"" data-end=""733"">
<p data-start=""717"" data-end=""733"">Christmas Tree</p>
</li>
<li data-start=""734"" data-end=""755"">
<p data-start=""736"" data-end=""755"">Christmas Cracker</p>
</li>
<li data-start=""756"" data-end=""773"">
<p data-start=""758"" data-end=""773"">Rocking Horse</p>
</li>
<li data-start=""774"" data-end=""786"">
<p data-start=""776"" data-end=""786"">Stocking</p>
</li>
</ul>
<p data-start=""788"" data-end=""1048"">🎁 Perfect as a thoughtful Christmas gift or a special treat for your own tree, these pewter decorations bring timeless charm to your festive décor. Don’t forget to explore our <strong data-start=""965"" data-end=""980"">Traditional</strong> and <strong data-start=""985"" data-end=""1006"">Irish Collections</strong> for even more unique holiday ornaments.</p>
<p data-start=""1050"" data-end=""1092"">✔️ <strong data-start=""1053"" data-end=""1090"">Price includes worldwide shipping</strong></p>",Mullingar Pewter,,Christmas Tree Ornament,"christmas, Christmas decoration, christmas gift, christmas gifts, Christmas ornament, christmas suggestions, imported, unlisted",false,Style,Candle,,,,,P138 Christmas Candle,0,shopify,0,deny,manual,19.95,,true,false,,https://cdn.shopify.com/s/files/1/1565/2549/products/ClassicCollection.jpg?v=1632927089,1,Mullingar Pewter Christmas Tree Decoration – Classic Collection,false,Mullingar Pewter Christmas Tree Decoration,"Mullingar Pewter Christmas Tree Decoration – Classic Collection (P138) Celebrate the magic of Christmas with our handcrafted Mullingar Pewter Christmas Tree Decorations from the Classic Collection. Each ornament is lovingly made in Ireland, designed to last a lifetime and become a treasured part of your family’s holida",,,,,,,,,,,,,g,,,true,true,,,unlisted
classic-christmas-collection,,,,,,,false,,Angel,,,,,P138 Angel,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
classic-christmas-collection,,,,,,,false,,Tree,,,,,P138 Tree,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
classic-christmas-collection,,,,,,,false,,Stocking,,,,,P138 Stocking,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
classic-christmas-collection,,,,,,,false,,Rocking Horse,,,,,P138 Rocking Horse,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
classic-christmas-collection,,,,,,,false,,Cracker,,,,,P138 Cracker,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
classic-christmas-collection,,,,,,,false,,Set of 6 Classic Ornaments,,,,,P138 Set of 6 Classic Collection,0,shopify,0,deny,manual,110.00,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
classic-christmas-collection,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/files/P138_Classic_Candle.jpg?v=1755693945,2,Mullingar Pewter Christmas Tree Decoration – Classic Collection,,,,,,,,,,,,,,,,,,,,,,,unlisted
classic-christmas-collection,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/files/P138_Classic_Angel.jpg?v=1755693973,3,Mullingar Pewter Christmas Tree Decoration – Classic Collection,,,,,,,,,,,,,,,,,,,,,,,unlisted
classic-christmas-collection,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/files/P138_Classic_Tree.jpg?v=1755693996,4,Mullingar Pewter Christmas Tree Decoration – Classic Collection,,,,,,,,,,,,,,,,,,,,,,,unlisted
classic-christmas-collection,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/files/P138_Classic_Stocking.jpg?v=1755694047,5,Mullingar Pewter Christmas Tree Decoration – Classic Collection,,,,,,,,,,,,,,,,,,,,,,,unlisted
irish-christmas-collection,Mullingar Pewter Christmas Tree Decoration - Irish Collection,"<p data-start=""70"" data-end=""144""><strong data-start=""70"" data-end=""142"">Mullingar Pewter Christmas Tree Decoration – Irish Collection (P138)</strong></p>
<p data-start=""146"" data-end=""433"">Add a touch of Irish heritage to your festive season with our <strong data-start=""208"" data-end=""267"">handcrafted Mullingar Pewter Christmas Tree Decorations</strong> from the <strong data-start=""277"" data-end=""297"">Irish Collection</strong>. Each piece is carefully made in Ireland, capturing iconic Celtic symbols that bring both tradition and charm to your Christmas tree.</p>
<p data-start=""435"" data-end=""453"">🎄 <strong data-start=""438"" data-end=""451"">Features:</strong></p>
<ul data-start=""454"" data-end=""678"">
<li data-start=""454"" data-end=""514"">
<p data-start=""456"" data-end=""514"">Handmade in Ireland from sustainable, unbreakable pewter</p>
</li>
<li data-start=""515"" data-end=""570"">
<p data-start=""517"" data-end=""570"">Crafted to last a lifetime — a true family heirloom</p>
</li>
<li data-start=""571"" data-end=""624"">
<p data-start=""573"" data-end=""624"">Each ornament beautifully presented in a gift box</p>
</li>
<li data-start=""625"" data-end=""678"">
<p data-start=""627"" data-end=""678"">Available <strong data-start=""637"" data-end=""653"">individually</strong> or as a <strong data-start=""662"" data-end=""676"">set of six</strong></p>
</li>
</ul>
<p data-start=""680"" data-end=""720"">✨ <strong data-start=""682"" data-end=""718"">Designs in the Irish Collection:</strong></p>
<ul data-start=""721"" data-end=""800"">
<li data-start=""721"" data-end=""733"">
<p data-start=""723"" data-end=""733"">Shamrock</p>
</li>
<li data-start=""734"" data-end=""742"">
<p data-start=""736"" data-end=""742"">Harp</p>
</li>
<li data-start=""743"" data-end=""754"">
<p data-start=""745"" data-end=""754"">Ireland</p>
</li>
<li data-start=""755"" data-end=""772"">
<p data-start=""757"" data-end=""772"">Crock of Gold</p>
</li>
<li data-start=""773"" data-end=""787"">
<p data-start=""775"" data-end=""787"">Leprechaun</p>
</li>
<li data-start=""788"" data-end=""800"">
<p data-start=""790"" data-end=""800"">Claddagh</p>
</li>
</ul>
<p data-start=""802"" data-end=""1023"">🎁 Perfect for celebrating Irish roots or gifting to loved ones abroad, these pewter ornaments make Christmas extra special. Complete the look with our <strong data-start=""954"" data-end=""965"">Classic</strong> and <strong data-start=""970"" data-end=""997"">Traditional Collections</strong> for a full festive set.</p>
<p data-start=""1025"" data-end=""1067"">✔️ <strong data-start=""1028"" data-end=""1065"">Price includes worldwide shipping</strong></p>
<p> </p>",Mullingar Pewter,,Christmas Tree Ornament,"christmas, Christmas decoration, christmas gift, christmas gifts, Christmas ornament, christmas suggestions, Christmas Tree, Christmas tree ornament, claddagh, harp, shamrock, imported, unlisted",false,Style,Shamrock,,,,,P138 Shamrock,0,shopify,0,deny,manual,19.95,,true,false,,https://cdn.shopify.com/s/files/1/1565/2549/products/IrishCollection.jpg?v=1632908564,1,Mullingar Pewter Christmas Tree Decoration - Irish Collection,false,Mullingar Pewter Christmas Tree Decoration,"Mullingar Pewter Christmas Tree Decoration – Irish Collection (P138) Add a touch of Irish heritage to your festive season with our handcrafted Mullingar Pewter Christmas Tree Decorations from the Irish Collection. Each piece is carefully made in Ireland, capturing iconic Celtic symbols that bring both tradition and cha",,,,,,,,,,,,,g,,,true,true,,,unlisted
irish-christmas-collection,,,,,,,false,,Harp,,,,,P138 Harp,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
irish-christmas-collection,,,,,,,false,,Ireland,,,,,P138 Ireland,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
irish-christmas-collection,,,,,,,false,,Crock of Gold,,,,,P138 Crock of Gold,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
irish-christmas-collection,,,,,,,false,,Leprechaun,,,,,P138 leprechaun,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
irish-christmas-collection,,,,,,,false,,Claddagh,,,,,P138 Claddagh,0,shopify,0,deny,manual,19.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
irish-christmas-collection,,,,,,,false,,Set of 6 Irish Ornaments,,,,,P138 Set of 6 Irish Collection,0,shopify,0,deny,manual,110.00,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
irish-christmas-collection,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/files/P138_Irish_Shamrock.jpg?v=1755696049,2,Mullingar Pewter Christmas Tree Decoration - Irish Collection,,,,,,,,,,,,,,,,,,,,,,,unlisted
irish-christmas-collection,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/files/P138_Irish_Harp.jpg?v=1755696104,3,Mullingar Pewter Christmas Tree Decoration - Irish Collection,,,,,,,,,,,,,,,,,,,,,,,unlisted
irish-christmas-collection,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/files/P138_Irish_Ireland_Map.jpg?v=1755696175,4,Mullingar Pewter Christmas Tree Decoration - Irish Collection,,,,,,,,,,,,,,,,,,,,,,,unlisted
irish-christmas-collection,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/files/P138_Irish_Crock_of_Gold.jpg?v=1755697782,5,Mullingar Pewter Christmas Tree Decoration - Irish Collection,,,,,,,,,,,,,,,,,,,,,,,unlisted
usa-flag-made-of-pewter-on-a-stainless-steel-hipflask,"USA Flag made of Mullingar Pewter, on a Stainless steel Hipflask","<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Product code: 5724B USA - USA Flag made of Mullingar Pewter, on a Stainless steel Hipflask</strong></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">This simple yet beautiful hip flask makes the perfect gift or an ideal item to have yourself. Embossed with a USA Flag, this flask is the perfect Independence day gift for the proud American man or woman.  5oz capacity.</span></p>
<p data-mce-fragment=""1""><strong> PRICE INCLUDES SHIPPING.</strong></p>
<p><span style=""text-decoration: underline;""><strong>About our Stainless Steel Flasks</strong></span></p>
<p class=""MsoNormal"">All our stainless steel flasks are made from food and drink grade stainless steel and are drink safe.</p>
<p class=""MsoNormal"">The pewter decorations we add to our flasks are made from a lead free pewter alloy of 92-95% tin with a balance of Copper and Antimony.</p>
<p class=""MsoNormal"">All our flasks are packaged with a Mullingar Pewter card, box or wrapped as gift presentable.</p>",Mullingar Pewter,,FLASK,"imported, unlisted",false,Title,Default Title,,,,,5724B USA,0,shopify,0,deny,manual,41.95,,true,false,,https://cdn.shopify.com/s/files/1/1565/2549/products/Capture1_7999af1c-9149-4909-86c5-ab960d21b666.jpg?v=1623152398,1,"USA Flag made of Mullingar Pewter, on a Stainless steel Hipflask",false,"USA Flag made of Mullingar Pewter, on a Stainless steel Hipflask","Product code: 5724B USA - USA Flag made of Mullingar Pewter, on a Stainless steel Hipflask This simple yet beautiful hip flask makes the perfect gift or an ideal item to have yourself. Embossed with a USA Flag, this flask is the perfect Independence day gift for the proud American man or woman. 5oz capacity. PRICE INCL",,,,,,,,,,,,,g,,,true,true,,,unlisted
scarf-ring-with-celtic-motif-price-includes-shipping,Mullingar Pewter Celtic Scarf Ring,"<p><strong>Product code P365    Mullingar Pewter Celtic Scarf Ring </strong></p>
<p>Beautiful handcrafted Irish Pewter scarf ring decorated with Celtic bird motif. </p>
<p>An ornate gift for any occasion, this scarf ring is ideal with delicate light scarves. A perfect gift for mom. grandmother, aunt or sister. </p>
<p>Diameter: 2inches</p>
<p><strong>Postage is fully included in the pricing of this item.  Handcrafted in Ireland</strong></p>
<p><br></p>",Mullingar Pewter,,GIFTS FOR HER,"accessories, irish pewter, ladies gift, pewter, pewter accessories, ring, scarf, scarf ring, imported, unlisted",false,Title,Default Title,,,,,P365,0,shopify,0,deny,manual,23.95,,true,false,,https://cdn.shopify.com/s/files/1/1565/2549/products/IMG_20210502_122054.jpg?v=1642689085,1,Mullingar Pewter Celtic Scarf Ring,false,Mullingar Pewter Celtic Scarf Ring,"Product code P365 Mullingar Pewter Celtic Scarf Ring Beautiful handcrafted Irish Pewter scarf ring decorated with Celtic bird motif. An ornate gift for any occasion, this scarf ring is ideal with delicate light scarves. A perfect gift for mom. grandmother, aunt or sister. Diameter: 2inches Postage is fully included in ",,,,,,,,,,,,,g,,,true,true,,,unlisted
scarf-ring-with-celtic-motif-price-includes-shipping,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/ringscarfsmall.jpg?v=1642689085,2,Mullingar Pewter Celtic Scarf Ring,,,,,,,,,,,,,,,,,,,,,,,unlisted
drinks-flask-celtic-design-price-includes-shipping,Stainless Steel Drinks Flask with Celtic Pewter Design,"<p><strong>WHISKEY FLASK 1605 Stainless Steel Drinks Flask with Celtic Pewter Design</strong></p>
<p>Leather bound 5oz flask with Celtic motif . Our stainless steel flasks are perfect for that little drop to warm you up on a cold day. Pewter decoration of Celtic dragons</p>
<p><strong>HANDMADE IN IRELAND Price Includes shipping</strong></p>
<p><span style=""text-decoration: underline;""><strong>About our Stainless Steel Flasks</strong></span></p>
<p class=""MsoNormal"">All our stainless steel flasks are made from food and drink grade stainless steel and are drink safe.</p>
<p class=""MsoNormal"">The pewter decorations we add to our flasks are made from a lead free pewter alloy of 92-95% tin with a balance of Copper and Antimony.</p>
<p class=""MsoNormal"">All our flasks are packaged with a Mullingar Pewter card, box or wrapped as gift presentable.</p>",Mullingar Pewter,,FLASK,"21st, 40th, 50th, birthday, bronze, celtic, drinks, flask, general gift, general gifts, gift, Heritage, irish, irish whiskey, men, pewter, pewter silver, pewter spirit, spirit, sports, whiskey, whisky, imported, unlisted",false,Title,Default Title,,,,,1605,0,shopify,0,deny,manual,71.95,,true,false,,https://cdn.shopify.com/s/files/1/1565/2549/products/WHISKEYFLASK5OZSLIMCELTIC.jpg?v=1624014952,1,Stainless Steel Drinks Flask with Celtic Pewter Design,false,Stainless Steel Drinks Flask with Celtic Pewter Design,WHISKEY FLASK 1605 Stainless Steel Drinks Flask with Celtic Pewter Design Leather bound 5oz flask with Celtic motif . Our stainless steel flasks are perfect for that little drop to warm you up on a cold day. Pewter decoration of Celtic dragons HANDMADE IN IRELAND Price Includes shipping About our Stainless Steel Flasks,,,,,,,,,,,,,g,,,true,true,,,unlisted
muiredach-cross-in-irish-pewter,Mullingar Pewter Muiredach High Cross.,"<p><strong>Exclusive Product</strong></p>
<p><strong>Mullingar Pewter Muiredach High Cross</strong><br><strong>Product Code: P245</strong></p>
<p>Bring a piece of Ireland’s rich history into your home with our handcrafted pewter replica of the <strong>Muiredach High Cross</strong>, one of Ireland’s most celebrated High Crosses, located in Monasterboice, Co. Louth.</p>
<p>This detailed piece showcases both sides of the original cross, which dates back to the <strong>9th and 10th centuries</strong>. The Muiredach Cross is often compared to other significant Irish High Crosses, such as the Cross of the Scriptures in Clonmacnoise, the Celtic Cross of Clonard, and the Durrow Cross in Co. Offaly.</p>
<p><strong>Features:</strong></p>
<ul>
<li>
<strong>Size:</strong> Approximately 7 inches (18cm) tall</li>
<li>
<strong>Material:</strong> High-quality Irish pewter</li>
<li>
<strong>Design:</strong> Intricate carvings reflecting the artistry of Ireland’s early Christian period</li>
<li>
<strong>Craftsmanship:</strong> Handmade in Ireland with exceptional attention to historical detail</li>
</ul>
<p>A meaningful addition to your collection or a thoughtful gift steeped in Irish heritage.</p>
<p><strong>Shipping:</strong> Price includes worldwide delivery.</p>
<p><a href=""https://en.wikipedia.org/wiki/Muiredach%27s_High_Cross"">Muiredach's High Cross - Wikipedia</a></p>
<p><strong>HANDMADE IN IRELAND      PRICE INCLUDES SHIPPING.</strong></p>
<p><span style=""text-decoration: underline;""><strong>About our Pewter Statues</strong></span></p>
<p>This item is cast using 92% Tin with a balance alloy mix.</p>
<p>To enhance the design contrast, we colour the design and lacquer finish this item.  </p>
<p>These Items are packaged in Black and Silver boxes or Brown Card board boxes.</p>",Mullingar Pewter,,Cross,"bronze, celtic, CROSS, general gift, general gifts, gift, Heritage, irish, pewter, pewter silver, imported, unlisted",false,Title,Default Title,,,,,p245,0,shopify,0,deny,manual,94.95,,true,false,,https://cdn.shopify.com/s/files/1/1565/2549/products/MUIREDACHHIGHCROSS.jpg?v=1639399990,1,Mullingar Pewter Muiredach High Cross.,false,Mullingar Pewter Muiredach High Cross.,"Exclusive Product Mullingar Pewter Muiredach High CrossProduct Code: P245 Bring a piece of Ireland’s rich history into your home with our handcrafted pewter replica of the Muiredach High Cross, one of Ireland’s most celebrated High Crosses, located in Monasterboice, Co. Louth. This detailed piece showcases both sides o",,,,,,,,,,,,,g,,,true,true,,,unlisted
muiredach-cross-in-irish-pewter,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/MUIREDACHCROSS.jpg?v=1639402013,2,Mullingar Pewter Muiredach High Cross.,,,,,,,,,,,,,,,,,,,,,,,unlisted
muiredach-cross-in-irish-pewter,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/MUIREDACHCROSS_2.jpg?v=1639402039,3,Mullingar Pewter Muiredach High Cross.,,,,,,,,,,,,,,,,,,,,,,,unlisted
muiredach-cross-in-irish-pewter,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/166922014_890487795065965_8835088945675317028_n.jpg?v=1649685517,4,Mullingar Pewter Muiredach High Cross.,,,,,,,,,,,,,,,,,,,,,,,unlisted
celtic-claddagh-wall-cross,Mullingar Pewter Irish Celtic Claddagh Wall Cross,"<p><strong>Product Code P194  Mullingar Pewter Irish Celtic Claddagh Wall Cross</strong></p>
<p>A mixture of Irelands most famous and best known designs. The famous Claddagh design that originated in Galway is known as the Irish Love symbol. the Celtic designs taken from the many high crosses that are dotted around Ireland. These ancient symbols are so connected to us as a race and such a part of our heritage. The Shamrock is also part of our DNA that no through Irish person could deny its importance. Our Patron Saint, St Patrick used it to explain to the pagan Irish the meaning of the Holy Trinity. <span>9"" wall cross with Celtic, Shamrock and Claddagh designs.</span></p>
<p>All Ireland is represented here in this single cross.</p>
<p>PEWTER METAL SILVER FINISH</p>
<p><strong>HANDMADE IN IRELAND    PRICE INCLUDES SHIPPING</strong></p>
<p><span style=""text-decoration: underline;""><strong>About our Pewter Crosses</strong></span></p>
<p>This item is cast using 92% Tin with a balance alloy mix.</p>
<p>To enhance the design contrast, we colour the design and lacquer finish this item.  </p>
<p>These Items are packaged in Black and Silver boxes or Brown Card board boxes.</p>",Mullingar Pewter,,cross,"bronze, celtic, claddagh, cross, general gift, general gifts, gift, Heritage, irish, Irish claddagh, irish gift, irish heritage, Irish pewter, pewter, pewter silver, pewter spirit, shamrock, imported, unlisted",false,Title,Default Title,,,,,P194,0,shopify,0,deny,manual,83.95,,true,false,,https://cdn.shopify.com/s/files/1/1565/2549/products/CELTICCROSS.jpg?v=1679925770,1,Mullingar Pewter Irish Celtic Claddagh Wall Cross,false,Mullingar Pewter Irish Celtic Claddagh Wall Cross,Product Code P194 Mullingar Pewter Irish Celtic Claddagh Wall Cross A mixture of Irelands most famous and best known designs. The famous Claddagh design that originated in Galway is known as the Irish Love symbol. the Celtic designs taken from the many high crosses that are dotted around Ireland. These ancient symbols ,,,,,,,,,,,,,g,,,true,true,,,unlisted
dublin-scenes-pewter-finish-4x6-photo-frame,Dublin Photo Frame with a Pewter Finish,"<h3>Product Code: P323</h3>
<p><strong>Dublin Photo Frame with a Pewter Finish</strong></p>
<ul>
<li>
<p><strong>Description</strong>: Celebrate the charm and beauty of Dublin with this exquisite pewter-finished photo frame. It features detailed engravings of some of the city’s most iconic landmarks and symbols, making it a perfect keepsake or gift for anyone who loves Dublin.</p>
</li>
<li>
<p><strong>Design Details</strong>:</p>
<ul>
<li>
<strong>Landmarks</strong>:
<ul>
<li>
<strong>Ha'penny Bridge</strong>: A symbol of Dublin’s rich history, this pedestrian bridge is beautifully etched into the frame.</li>
<li>
<strong>The Spire</strong>: Known as the ""Monument of Light,"" this modern landmark is a focal point in the city’s skyline.</li>
<li>
<strong>Molly Malone</strong>: The legendary figure from Dublin’s folklore is intricately depicted, adding a touch of traditional charm.</li>
</ul>
</li>
<li>
<strong>Symbols</strong>:
<ul>
<li>
<strong>Shamrock</strong>: A national symbol of Ireland, representing heritage and pride.</li>
<li>
<strong>Dublin Flag</strong>: A tribute to the city’s identity and spirit, subtly incorporated into the design.</li>
</ul>
</li>
</ul>
</li>
<li>
<p><strong>Material</strong>: Finished in high-quality pewter, offering a classic silver sheen that complements any décor and adds a touch of elegance to your cherished photographs.</p>
</li>
<li>
<p><strong>Size</strong>: Designed to fit standard photo dimensions, providing a perfect display for your favorite memories.</p>
</li>
<li>
<p><strong>Ideal for</strong>:</p>
<ul>
<li>
<strong>Souvenirs</strong>: A beautiful memento for those who have visited or lived in Dublin.</li>
<li>
<strong>Gifts</strong>: A thoughtful present for friends, family, or anyone with a love for Dublin or Irish culture.</li>
<li>
<strong>Home Decor</strong>: A stylish addition to any room, showcasing both your photos and a piece of Dublin’s heritage.</li>
</ul>
</li>
<li>
<p><strong>Handmade in Ireland</strong>: Each frame is crafted by skilled artisans, ensuring high-quality workmanship and attention to detail.</p>
</li>
<li>
<p><strong>Price</strong>: Includes shipping, making this a great value for a handcrafted and uniquely designed photo frame.</p>
</li>
</ul>
<p>This Dublin Photo Frame is not just a holder for your photos, but a piece of art that captures the essence of Dublin. Whether for yourself or as a gift, it’s a timeless way to keep the spirit of Ireland’s capital close to your heart.</p>",Mullingar Pewter,,FRAME,"bronze, celtic, Dublin, general gift, general gifts, gift, Heritage, irish, pewter, pewter silver, pewter spirit, Photo, photo frame, photographs, PICTURE FRAME, sculptures, imported, unlisted",false,Title,Default Title,,,,,P323,0,shopify,0,deny,manual,47.95,,true,false,,https://cdn.shopify.com/s/files/1/1565/2549/products/DUBLINFRAME.jpg?v=1621946609,1,Dublin Photo Frame with a Pewter Finish,false,Dublin Photo Frame with a Pewter Finish,"Product Code: P323 Dublin Photo Frame with a Pewter Finish Description: Celebrate the charm and beauty of Dublin with this exquisite pewter-finished photo frame. It features detailed engravings of some of the city’s most iconic landmarks and symbols, making it a perfect keepsake or gift for anyone who loves Dublin. Des",,,,,,,,,,,,,g,,,true,true,,,unlisted
